user_info,content,likes,timestamp,parent_comment,video_url
"{'username': '@ngln8893', 'avatar_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/02546d845671e62b9fdb7549c78ad18c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=bb517359&x-expires=1752670800&x-signature=HiN1Qip%2BWOXRL6d92t8YIEk60WE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my'}",Chuyến này được gặp máy anh siêu nhân điện quang rồi 🤣🤣,48,7-7,,https://www.tiktok.com/@sapgaobaobao/video/7523908343476325650
"{'username': '@thecoffeee.fhkffdkdk', 'avatar_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/2c75b053aea47ae2ec659d39cbc87b72~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d64334c4&x-expires=1752670800&x-signature=zKqhPxfWmA6ALyGtPGSQOlh5OBo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my'}",Namkiki diễn trò nhưng buồn cười😂😂😂😂😂😂,34,7-7,,https://www.tiktok.com/@sapgaobaobao/video/7523908343476325650
"{'username': '@suythangiaidoan3201', 'avatar_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/613592bbaf1cfb71b616f6a7bf89b275~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=a343b672&x-expires=1752670800&x-signature=D7zKEPcVnEomk2auIGSK4B044Lk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my'}",Không cần dùng hàng vẫn tự lên,85,7-7,,https://www.tiktok.com/@sapgaobaobao/video/7523908343476325650
"{'username': '@jst17_liam', 'avatar_url': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/0536e1aa32bf355a3c2bf7e6599ea85d~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=4632ecb2&x-expires=1752670800&x-signature=WP8u%2BcAsjx7wurwKt9gvPHUBoSk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my'}",how does someone kidnap themselves that easily 😭,477,1w ago,,https://www.tiktok.com/@sapgaobaobao/video/7523908343476325650
"{'username': '@minhhang181111', 'avatar_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/e098590533e766de98bc7b75514b469c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=0c5e1871&x-expires=1752670800&x-signature=X7wyTiWAjdyyBclXgdJL9RPPddU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my'}",Rồi tới Cam chưa 🤣,288,7-6,,https://www.tiktok.com/@sapgaobaobao/video/7523908343476325650
"{'username': '@ch.cng6047', 'avatar_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/864106dc3650a21a729c45c8fb0b215d~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=c46eee88&x-expires=1752670800&x-signature=vQJnMxc85VhFHa6dk1Fjpe6nwcw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my'}",Bữa ở gần nhà bạn t có vụ bắt cóc (lúc 10h đêm á có chiếc xe bắt cóc đi vô tiệm cofe uống nước xong người bị bắt cóc (nữ) thấy mấy người kia đi,2,7-7,,https://www.tiktok.com/@sapgaobaobao/video/7523908343476325650
"{'username': '@j.a.l.a.n.g.11', 'avatar_url': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/713dca9502f441c27e2211e1ef04f54c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=9e83dde5&x-expires=1752670800&x-signature=CRncx%2BFfBjdaUkq%2BVhydLNGlaBg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my'}",Bro kidnapped himself 😂😅😅,19,1w ago,,https://www.tiktok.com/@sapgaobaobao/video/7523908343476325650
"{'username': '@user770642926', 'avatar_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7379850393229983760~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=e4e58b96&x-expires=1752670800&x-signature=iDnPE7DKSPVSlqxRJeamQ%2FD0usw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my'}",phụ huynh chuộc về chưa ta 😂,177,7-6,,https://www.tiktok.com/@sapgaobaobao/video/7523908343476325650
"{'username': '@gjgj5179', 'avatar_url': 'https://p9-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/9723f87bb9a276ca570e92908afbd538~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=9e46fd1e&x-expires=1752670800&x-signature=tEA4DWTdD4BaiBUUTMb%2Fn9fEPYg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my'}",rồi rồi. thằng bắt cóc bị xe khác bắt cóc rồi.,2,5d ago,,https://www.tiktok.com/@sapgaobaobao/video/7523908343476325650
"{'username': '@bc.s.cha.bnh.ngn42', 'avatar_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7d0adcdca6458c20f4931bf6ea76d522~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=ae6656a2&x-expires=1752670800&x-signature=xwfX75P6PXEBxWGzmlOiiiZZ%2Brg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my'}",bác lo đc,1,3d ago,,https://www.tiktok.com/@sapgaobaobao/video/7523908343476325650
"{'username': '@d2232010', 'avatar_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/59cd0a8534cc4004d41a3919241255d7~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=59fa81ea&x-expires=1752670800&x-signature=dWTDKmxk%2B2A85RuP15TAgIWiWfQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my'}",ông Gemini Hùng Huỳnh đăng lại kìa🥰,205,4d ago,,https://www.tiktok.com/@ngcuong379/video/7524911077809786128
"{'username': '@goielafvoyeu_', 'avatar_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/143bd28571fd531d01879895064b0520~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=06da265e&x-expires=1752670800&x-signature=9lXIKXy4IL10arwK3wsLwwfhASc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my'}","dù đây là clip vui nhưng mình xin chia sẻ câu chuyện thật của mình, vì mình vẫn còn khá bàng hoàng và bây giờ vẫn còn khá hoảng sợ. Hôm đó mình cũng ngồi học bài như bình thường, xong bỗng nhiên không hiểu sao đầu mình cảm thấy hơi đau một nửa bên phải, mình cố gắng trấn an là không sao và tiếp tục ngồi học. Nhưng cố gắng thêm được một lúc thì mình lại đau cả đầu và phần lưng, rồi bỗng nhiên lưng mình mọc ra 6 cánh và đầu mình phát ra hào quang xong mình biến thành Lauriel cân 4 đứa trong trụ",2600,5d ago,,https://www.tiktok.com/@ngcuong379/video/7524911077809786128
"{'username': '@emeerhycap', 'avatar_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/0808be6828f1b1a3405c51aeaf195185~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=efb46be8&x-expires=1752670800&x-signature=VNZvuZMoMoMmTSBB6VbItMW0%2F6Q%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my'}",hùng huỳnh đăng lại😭😭,295,4d ago,,https://www.tiktok.com/@ngcuong379/video/7524911077809786128
"{'username': '@tu_quyen_chong_em_', 'avatar_url': 'https://p9-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/375130b92d443cf26b0a29343695c451~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=fb6f2b38&x-expires=1752670800&x-signature=gsjoADhjQ3NrQbM3kW%2BGpqQ8u6A%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my'}",Gemini Hùng Huỳnh đăng lại 1 ngày👽,3,2d ago,,https://www.tiktok.com/@ngcuong379/video/7524911077809786128
"{'username': '@cuu.bay.nhanh.nhuflash', 'avatar_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/659c935319caf88c1b84f7f96b911621~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=c197c631&x-expires=1752670800&x-signature=ncbS%2F%2BqwYidffdYulMmkcBZadpg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my'}",hùng huỳnh đã đăng lại☺️,262,3d ago,,https://www.tiktok.com/@ngcuong379/video/7524911077809786128
"{'username': '@thomnguyenthi_1986', 'avatar_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/50c5eb1d247de0ae723fc06f2f56e974~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=03db4020&x-expires=1752670800&x-signature=EK7JlPdWZDX846e2X2r4XrW9taw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my'}",Bữa giờ coi nhiều clip nhưng đây là clip tui hả dạ nhất 🤣🤣🤣,79.6K,6d ago,,https://www.tiktok.com/@ngcuong379/video/7524911077809786128
"{'username': '@letuananh_sieudz', 'avatar_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/b18258c64ea08fcf23d6ad7d13cde829~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d5fd8206&x-expires=1752670800&x-signature=YNPimMNbaju2yQxR3wGS2w%2BLuUo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my'}",hùng huỳnh là thk nào v bây:))),20,3d ago,,https://www.tiktok.com/@ngcuong379/video/7524911077809786128
"{'username': '@soc_lqh7101997', 'avatar_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/9c6c584defa5291e40bd1dda823fac8d~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=0a4a8edd&x-expires=1752670800&x-signature=DWn5Or%2F1A%2Bqq908SVu5M1bcaweA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my'}",ê má Hùng Huỳnh đăng lại kìaaaa,37,4d ago,,https://www.tiktok.com/@ngcuong379/video/7524911077809786128
"{'username': '@phuonganh2k388', 'avatar_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/8347e64b636fd285fa8549b30364d690~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=453487d5&x-expires=1752670800&x-signature=brG%2FpfcapBWiu5XUD0EWFJWzrqM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my'}",hùng huỳnh đăng lại làm jz🙂🙂🙂,82,4d ago,,https://www.tiktok.com/@ngcuong379/video/7524911077809786128
"{'username': '@mintchocolate_135', 'avatar_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/368521429ee0aca144c02fdddeb66bca~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=080aebdf&x-expires=1752670800&x-signature=DS2Ri73NpUEYPrKx4vM0YlWrh8w%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my'}",Phản công 100% Sát thương 0%,35.1K,5d ago,,https://www.tiktok.com/@ngcuong379/video/7524911077809786128
"{'username': '@entebbebeauties', 'avatar_url': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/d79e025766a413228944e809a021a704~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=bbee0663&x-expires=1752670800&x-signature=Bn6LHb3IVKbCM%2F1NOPmNTmRuB4o%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my'}","why is nobody commenting in English
that pisses me off",507,4d ago,,https://www.tiktok.com/@ngcuong379/video/7524911077809786128
"{'username': '@thaothu1015', 'avatar_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/0cd2287fd07f07169ce1661ffe5fa1cb~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=8a69a325&x-expires=1752670800&x-signature=3VzR0TQW6b3wkgmsY4EWT4R6nOA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my'}",Bôn cung thích cái cách ăn miếng trả miếng của mẻ 😂😂😂,50.9K,6d ago,,https://www.tiktok.com/@ngcuong379/video/7524911077809786128
"{'username': '@.lp_128', 'avatar_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/c902209fa18d9925e1e49910cc7c453e~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=5cbaf599&x-expires=1752670800&x-signature=XUvJQ5bz9ImrTza3NRlB8VK3pf4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my'}",Hùng Huỳnh đăng lại =)),789,4d ago,,https://www.tiktok.com/@ngcuong379/video/7524911077809786128
"{'username': '@164_phuong', 'avatar_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/839b3f66101634df4c0639ada291ef80~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=1b06f7b2&x-expires=1752670800&x-signature=g3a2G%2FKlNllbXgbuKUkdbaP57Zw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my'}",em bé:m tưởng t khóc hả kh có đâu,1037,5d ago,,https://www.tiktok.com/@ngcuong379/video/7524911077809786128
"{'username': '@huyenthuw5', 'avatar_url': 'https://p9-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/e32e05672ee2642f44a86a94d5ae16b9~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=deba79ab&x-expires=1752670800&x-signature=ulAhqGvE0UOtZqG5pbOVujVb3M4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my'}",Hùng Huỳnh đăng lại 7 phút trc🥰,5,4d ago,,https://www.tiktok.com/@ngcuong379/video/7524911077809786128
"{'username': '@ngocvy_777', 'avatar_url': 'https://p9-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/4527749eb043f1681f4dfbdd471ff112~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d29fec64&x-expires=1752670800&x-signature=gbhYftDPWtTiivx6HBb95ARIQno%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my'}",hùng huỳnh đăng lại 3gio trước,7,3d ago,,https://www.tiktok.com/@ngcuong379/video/7524911077809786128
"{'username': '@share.your.story.w', 'avatar_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/dc1aaff6cc5cc195dee8fd7bb382d7ff~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=35c7316e&x-expires=1752670800&x-signature=aSs7NFv6yKM7i1jNkR5DRuMo5I8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my'}",t ưng em bé này á... lâu nay thấy trend này toàn các em bé khóc chứ chưa bé nào phản kháng lại,716,5d ago,,https://www.tiktok.com/@ngcuong379/video/7524911077809786128
"{'username': '@ti3422', 'avatar_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/796f63bf35d79fd3cda8eda318c31481~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=7a090509&x-expires=1752670800&x-signature=6STxA4IafOaEq%2FRZhLuhI0Dc%2Fnk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my'}","Tức quá,phải trả đũa lại liền",3145,5d ago,,https://www.tiktok.com/@ngcuong379/video/7524911077809786128
"{'username': '@camtienle14', 'avatar_url': 'https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-giso/69fbc01890d9a04833b20685e9a4a8aa~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=dd5a47ff&x-expires=1752670800&x-signature=WT7hed8UZK%2FmIXLuG3fckCSzYwE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my'}",bả cắn mà còn cố gồng mạnh vào nữa 😂😂😂,10.1K,6d ago,,https://www.tiktok.com/@ngcuong379/video/7524911077809786128
"{'username': '@bbi.thy_', 'avatar_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/fb26e4fd84efb0f75f2d0e46d438a065~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=fe56be78&x-expires=1752670800&x-signature=3X99i%2B5RKVhxDuM9rCfS0XATJYg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my'}","cmt toàn khuyên xăm nhật cổ làm cũng tò mò, ấn vô xem thấy nó 🥲 chắc do tui không cảm được ""nghệ thuật"" của các bạn...",23.4K,3d ago,,https://www.tiktok.com/@huongstore.06/video/7525692408676224272
"{'username': '@taytoimuoingon', 'avatar_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/5a789d8846e47327d9c8d3c70e18a4cf~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=c93cdf52&x-expires=1752670800&x-signature=pSKsxnp2vBnyW7%2FDdYLUzeMSDzw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my'}",xăm nhật cổ vào là đẹp mê,36.9K,3d ago,,https://www.tiktok.com/@huongstore.06/video/7525692408676224272
"{'username': '@hihi1908bb', 'avatar_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/bc4a744928a35d6c80cb91d336c14b7a~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=86e57888&x-expires=1752670800&x-signature=PBRI2%2BRSXRzgWEQu3QN8wfn%2BB98%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my'}",z đủ đẹp r mắc j phải xăm cổ nhật j,85,2d ago,,https://www.tiktok.com/@huongstore.06/video/7525692408676224272
"{'username': '@ndpbirong', 'avatar_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/ebf00f911b05954033c35f07749714d2~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=e1edf21a&x-expires=1752670800&x-signature=n%2Fe7Enm9eQXGPcMX9p%2FfGS%2B%2B%2Bs0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my'}",này mà xăm nhật cổ bao đẹp luôn á,4958,3d ago,,https://www.tiktok.com/@huongstore.06/video/7525692408676224272
"{'username': '@thor22419', 'avatar_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/6b57b97cf7b0747b0f12baa6f11f3c2f~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=6eddbf0f&x-expires=1752670800&x-signature=ytTjF%2FVERLnCLu6PcJXw2uo9WfA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my'}",Xấu hổ vì thấy ảnh k có xứng á,83.8K,3d ago,,https://www.tiktok.com/@huongstore.06/video/7525692408676224272
"{'username': '@suji_2011', 'avatar_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/d7563d1bbd6c7d6f645615778acd167c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=319cd0b0&x-expires=1752670800&x-signature=dPmI4HhP8fKTaFuusTDGvc5l8M4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my'}",không cần xăm nhật cổ đâu chị qua đây với em nè,113,3d ago,,https://www.tiktok.com/@huongstore.06/video/7525692408676224272
"{'username': '@vlcac4', 'avatar_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/33e05e72f3f2e3886793041d066b292e~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d505dee2&x-expires=1752670800&x-signature=oJFygDLa%2Bch0t%2BY3FfVz5VfMjH8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my'}",xăm nhật cổ là đẹp ngay,155,3d ago,,https://www.tiktok.com/@huongstore.06/video/7525692408676224272
"{'username': '@.diew_nahs', 'avatar_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/4ef58d350e78564b7cc20896aec3b17f~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=36fd04ff&x-expires=1752670800&x-signature=9cGlo5tPL2cct1EDGH9bY1ds3O8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my'}",xăm nhật cổ cái thành tuyệt sắc mỹ nhân,23,3d ago,,https://www.tiktok.com/@huongstore.06/video/7525692408676224272
"{'username': '@idollive6969', 'avatar_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/fa87308ff09110f346250a9cc0ca9f63~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=f4b4739c&x-expires=1752670800&x-signature=JMUugXTRmD3vANdOCtCpj0n2bVs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my'}",Mấy đứa khuyên xăm nhật cổ để khiến ngta tiến vào tầng lớp cấp thấp như tụi m hả 🙂,338,2d ago,,https://www.tiktok.com/@huongstore.06/video/7525692408676224272
"{'username': '@_kemxusu', 'avatar_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/66adcd549a07901847c783cbd8ce943d~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=9b248168&x-expires=1752670800&x-signature=A80RgK2BnGd8UB9PW3JwaXxyj1s%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my'}","để vậy là đẹp rồi, đừng nghe tụi nó xúi xăm ba cái nhật cổ gì nha chị 🥰🥰",10.6K,3d ago,,https://www.tiktok.com/@huongstore.06/video/7525692408676224272
